Timestamp,Alloc-bytes,Copied-bytes,Live-bytes,GC-user,GC-elap,TOT-user,TOT-elap,Page,Flts,Gen
3043635,472608,31976,315120,0.000,0.000,0.002,0.003,0,0,0
3725239,450336,57360,590064,0.000,0.000,0.002,0.004,0,0,0
4719930,451776,85920,856928,0.001,0.001,0.003,0.005,0,0,1
5294542,451008,54952,1118240,0.000,0.000,0.004,0.005,0,0,0
5904118,451296,54088,1379072,0.000,0.000,0.004,0.006,0,0,0
6494132,452448,53728,1636856,0.000,0.000,0.004,0.006,0,0,0
7910006,455416,191072,1893472,0.001,0.001,0.005,0.008,0,0,1
8598943,454376,52776,2148176,0.000,0.000,0.006,0.009,0,0,0
9380641,454224,52464,2398784,0.000,0.000,0.006,0.009,0,0,0
10061488,452592,52432,2652920,0.000,0.000,0.007,0.010,0,0,0
10725840,455616,52672,2906696,0.000,0.000,0.007,0.011,0,0,0
11320744,454848,52104,3157184,0.000,0.000,0.008,0.011,0,0,0
11933980,457240,51096,3406840,0.000,0.000,0.008,0.012,0,0,0
12540956,455384,51208,3651104,0.000,0.000,0.009,0.013,0,0,0
14839125,454032,396720,3901712,0.002,0.002,0.011,0.015,0,0,1
15333139,454464,51520,4148552,0.000,0.000,0.011,0.015,0,0,0
15921380,458112,51072,4395392,0.000,0.000,0.011,0.016,0,0,0
16576786,456432,50944,4638944,0.000,0.000,0.012,0.017,0,0,0
17188098,456720,50680,4879088,0.000,0.000,0.012,0.017,0,0,0
17797424,453312,50992,5129336,0.000,0.000,0.013,0.018,0,0,0
18434266,456480,51328,5376296,0.000,0.000,0.013,0.018,0,0,0
19432230,457728,51360,5623256,0.000,0.001,0.014,0.019,0,0,0
20160317,456768,50856,5866688,0.000,0.000,0.014,0.020,0,0,0
20819234,456384,50416,6106832,0.000,0.000,0.015,0.021,0,0,0
21472661,458200,49656,6352624,0.000,0.000,0.015,0.021,0,0,0
22118892,459024,49784,6596152,0.000,0.000,0.016,0.022,0,0,0
22776664,456584,50536,6837008,0.000,0.000,0.016,0.023,0,0,0
23944246,459024,49960,7076792,0.001,0.001,0.017,0.024,0,0,0
25579330,456912,49672,7313408,0.001,0.001,0.018,0.026,0,0,0
27250711,455280,50200,7556840,0.001,0.001,0.019,0.027,0,0,0
32263004,456384,794400,7800032,0.004,0.005,0.024,0.032,0,0,1
35652199,456912,50080,8040176,0.001,0.003,0.025,0.036,0,0,0
36716498,457776,49960,8279840,0.000,0.001,0.025,0.037,0,0,0
37422440,457056,49312,8516216,0.000,0.000,0.026,0.037,0,0,0
38014625,457632,49600,8756120,0.000,0.000,0.026,0.038,0,0,0
38715592,457920,49792,8992736,0.000,0.000,0.027,0.039,0,0,0
39422874,457728,49528,9229112,0.000,0.000,0.027,0.039,0,0,0
40260769,459696,49000,9465248,0.000,0.001,0.028,0.040,0,0,0
41069859,458880,48640,9698096,0.000,0.001,0.028,0.041,0,0,0
41828486,458056,49136,9944176,0.000,0.000,0.029,0.042,0,0,0
42556033,456104,50776,10185200,0.000,0.000,0.030,0.043,0,0,0
43378408,458920,49776,10427848,0.000,0.001,0.030,0.043,0,0,0
44199357,459608,50088,10668296,0.000,0.000,0.031,0.044,0,0,0
44985308,458544,49464,10904672,0.000,0.001,0.031,0.045,0,0,0
45783326,456816,49672,11144696,0.000,0.001,0.032,0.046,0,0,0
46594461,459896,49832,11384400,0.000,0.001,0.032,0.047,0,0,0
47413318,459976,49480,11620856,0.000,0.001,0.033,0.047,0,0,0
48434246,460840,48816,11856736,0.001,0.001,0.034,0.048,0,0,0
49350315,461856,48536,12089632,0.000,0.001,0.034,0.049,0,0,0
50147904,456920,49432,12330224,0.000,0.000,0.035,0.050,0,0,0
50932956,459552,49864,12569888,0.000,0.001,0.036,0.051,0,0,0
51773447,458400,49360,12806264,0.000,0.001,0.036,0.052,0,0,0
52617258,460744,48416,13041808,0.000,0.001,0.037,0.053,0,0,0
55366502,460088,48816,13272200,0.001,0.002,0.039,0.055,0,0,0
57683068,459880,48768,13511704,0.001,0.001,0.040,0.058,0,0,0
59713876,457880,49144,13744712,0.001,0.001,0.042,0.060,0,0,0
61325987,460800,48528,13977560,0.001,0.001,0.043,0.061,0,0,0
62279390,459552,48400,14207120,0.001,0.001,0.044,0.062,0,0,0
63276194,459840,47800,14436200,0.001,0.001,0.044,0.063,0,0,0
64304491,459936,48648,14676104,0.001,0.001,0.045,0.064,0,0,0
65347386,459928,49184,14915128,0.001,0.001,0.046,0.065,0,0,0
66309146,459752,49512,15152384,0.001,0.001,0.047,0.066,0,0,0
67236621,461032,48984,15388504,0.001,0.001,0.047,0.067,0,0,0
77277989,458360,1592528,15621608,0.009,0.010,0.056,0.077,0,0,1
78276041,460272,48792,15857984,0.001,0.001,0.057,0.078,0,0,0
79139674,458016,49120,16091072,0.001,0.001,0.058,0.079,0,0,0
80231737,460128,48472,16323680,0.001,0.001,0.058,0.080,0,0,0
81097452,460992,48328,16556528,0.001,0.001,0.059,0.081,0,0,0
85285651,460176,48208,16785848,0.001,0.001,0.060,0.085,0,0,0
86354448,460128,48216,17018696,0.001,0.001,0.061,0.086,0,0,0
89297295,460792,48344,17254432,0.002,0.002,0.063,0.089,0,0,0
91974064,459752,48760,17484632,0.001,0.002,0.065,0.092,0,0,0
94590955,458688,48448,17717480,0.002,0.002,0.067,0.095,0,0,0
95983925,458688,48184,17946680,0.001,0.001,0.068,0.096,0,0,0
97003344,458592,47512,18175880,0.001,0.001,0.069,0.097,0,0,0
97988752,459264,47928,18405440,0.001,0.001,0.070,0.098,0,0,0
98865221,459840,47872,18634640,0.001,0.001,0.070,0.099,0,0,0
99724771,461376,47560,18863840,0.001,0.001,0.071,0.100,0,0,0
100593184,459888,47416,19089632,0.001,0.001,0.072,0.101,0,0,0
101620856,461136,47056,19312136,0.001,0.001,0.073,0.102,0,0,0
102945711,458112,48664,19555328,0.001,0.001,0.074,0.103,0,0,0
105939047,457728,49816,19791944,0.002,0.002,0.076,0.106,0,0,0
107012881,457056,49360,20028200,0.001,0.001,0.077,0.107,0,0,0
107978753,460320,48952,20264456,0.001,0.001,0.077,0.108,0,0,0
108968580,458832,48648,20494016,0.001,0.001,0.078,0.109,0,0,0
109872264,459784,48048,20732848,0.001,0.001,0.079,0.110,0,0,0
111058118,458408,49152,20966528,0.001,0.001,0.080,0.111,0,0,0
112098104,460944,48520,21199376,0.001,0.001,0.080,0.112,0,0,0
113179231,459312,48408,21428936,0.001,0.001,0.081,0.113,0,0,0
114208844,459504,47752,21658016,0.001,0.001,0.082,0.114,0,0,0
115203999,460984,47832,21893944,0.001,0.001,0.083,0.115,0,0,0
116231760,457928,49152,22127360,0.001,0.001,0.084,0.116,0,0,0
117220412,460752,48568,22360088,0.001,0.001,0.084,0.117,0,0,0
118216444,461512,47616,22592104,0.001,0.001,0.085,0.118,0,0,0
119168487,461144,48168,22822256,0.001,0.001,0.086,0.119,0,0,0
120140452,459120,47968,23051696,0.001,0.001,0.087,0.120,0,0,0
121085967,461800,47232,23283400,0.001,0.001,0.087,0.121,0,0,0
122028782,460040,47736,23510216,0.001,0.001,0.088,0.122,0,0,0
122995410,460896,47592,23739536,0.001,0.001,0.089,0.123,0,0,0
124675090,462336,47640,23965328,0.001,0.001,0.090,0.125,0,0,0
126394084,462712,47392,24194592,0.001,0.001,0.092,0.126,0,0,0
127692749,460952,48520,24431024,0.001,0.001,0.093,0.128,0,0,0
128840418,459072,48792,24663872,0.001,0.001,0.094,0.129,0,0,0
129985958,460080,48472,24896720,0.001,0.001,0.094,0.130,0,0,0
131116708,459552,48336,25126160,0.001,0.001,0.095,0.131,0,0,0
132231849,462288,47800,25355360,0.001,0.001,0.096,0.132,0,0,0
133373716,460992,48136,25588208,0.001,0.001,0.097,0.133,0,0,0
134558952,460176,48208,25817528,0.001,0.001,0.098,0.135,0,0,0
135699446,462712,47352,26046352,0.001,0.001,0.099,0.136,0,0,0
136844745,459848,47536,26272640,0.001,0.001,0.100,0.137,0,0,0
138001539,461760,47056,26495144,0.001,0.001,0.101,0.138,0,0,0
139347971,458784,47536,26727752,0.001,0.001,0.102,0.139,0,0,0
140554708,459504,48072,26957072,0.001,0.001,0.103,0.141,0,0,0
141670257,462680,47776,27186312,0.001,0.001,0.104,0.142,0,0,0
142812826,460552,47608,27412304,0.001,0.001,0.104,0.143,0,0,0
143914969,460944,47192,27637976,0.001,0.001,0.105,0.144,0,0,0
144878011,459936,47112,27863768,0.001,0.001,0.106,0.145,0,0,0
145862264,460608,47352,28089680,0.001,0.001,0.107,0.146,0,0,0
146850458,461184,47056,28312064,0.001,0.001,0.108,0.147,0,0,0
147832025,460416,46696,28537616,0.001,0.001,0.108,0.148,0,0,0
148812891,463104,46680,28759880,0.001,0.001,0.109,0.149,0,0,0
149812422,461568,46584,28982264,0.001,0.001,0.110,0.150,0,0,0
150791948,458592,47992,29218520,0.001,0.001,0.111,0.151,0,0,0
152001128,458112,48712,29451368,0.001,0.001,0.112,0.152,0,0,0
153934865,461280,48576,29684216,0.001,0.001,0.113,0.154,0,0,0
155182843,459648,48448,29913776,0.001,0.001,0.114,0.155,0,0,0
156218244,462712,47448,30142360,0.001,0.001,0.115,0.156,0,0,0
157229906,458792,47928,30375704,0.001,0.001,0.116,0.157,0,0,0
158249290,460128,48064,30605024,0.001,0.001,0.117,0.158,0,0,0
159283184,462904,47448,30833944,0.001,0.001,0.118,0.159,0,0,0
160314360,459752,47544,31060136,0.001,0.001,0.118,0.160,0,0,0
179869242,463768,3190872,31285872,0.018,0.019,0.136,0.180,0,0,1
180934486,458984,47568,31515368,0.001,0.001,0.137,0.181,0,0,0
181931712,459456,48152,31744808,0.001,0.001,0.138,0.182,0,0,0
182926490,462480,47680,31973888,0.001,0.001,0.139,0.183,0,0,0
183943324,462664,47496,32203096,0.001,0.001,0.140,0.184,0,0,0
184862422,462536,47496,32429000,0.001,0.001,0.141,0.185,0,0,0
186315565,460992,47232,32654792,0.001,0.001,0.142,0.186,0,0,0
187408557,460560,47352,32880704,0.001,0.001,0.143,0.187,0,0,0
188341851,463624,47120,33106320,0.001,0.001,0.144,0.188,0,0,0
189332601,463440,46472,33331528,0.001,0.001,0.144,0.189,0,0,0
190322531,463064,46920,33554432,0.001,0.001,0.145,0.190,0,0,0
191294998,461664,46384,33773408,0.001,0.001,0.146,0.191,0,0,0
192265748,458880,47392,34006136,0.001,0.001,0.147,0.192,0,0,0
193414352,458976,47920,34235336,0.001,0.001,0.148,0.193,0,0,0
194659109,462760,47048,34463920,0.001,0.001,0.149,0.195,0,0,0
195819479,460088,47544,34690448,0.001,0.001,0.150,0.196,0,0,0
196922881,460512,47016,34912952,0.001,0.001,0.151,0.197,0,0,0
198019518,461088,47080,35142032,0.001,0.001,0.152,0.198,0,0,0
200163478,460752,47448,35367824,0.001,0.002,0.153,0.200,0,0,0
201866261,460896,46848,35590208,0.001,0.001,0.155,0.202,0,0,0
203361021,463624,46712,35815824,0.001,0.001,0.156,0.203,0,0,0
204700464,464168,46752,36038144,0.001,0.001,0.157,0.205,0,0,0
205915746,461664,46792,36260648,0.001,0.001,0.158,0.206,0,0,0
207163342,462856,46536,36488992,0.001,0.001,0.159,0.207,0,0,0
208425289,461048,47128,36712232,0.001,0.001,0.160,0.208,0,0,0
209535792,461472,46816,36937784,0.001,0.001,0.161,0.210,0,0,0
210687320,462192,46624,37160048,0.001,0.001,0.162,0.211,0,0,0
211875192,461712,46152,37378784,0.001,0.001,0.163,0.212,0,0,0
213004019,463584,46504,37604576,0.001,0.001,0.164,0.213,0,0,0
214256573,464256,46816,37826840,0.001,0.001,0.165,0.214,0,0,0
215441129,462816,46432,38045816,0.001,0.001,0.166,0.215,0,0,0
216577522,462096,45904,38264432,0.001,0.001,0.167,0.217,0,0,0
217709017,463440,45544,38483048,0.001,0.001,0.168,0.218,0,0,0
218843017,462000,46656,38712368,0.001,0.001,0.169,0.219,0,0,0
220066388,461128,48368,38948344,0.001,0.001,0.170,0.220,0,0,0
221257420,459320,48816,39178304,0.001,0.001,0.171,0.221,0,0,0
222418892,459024,48352,39411152,0.001,0.001,0.172,0.222,0,0,0
224138151,458736,47992,39640352,0.001,0.001,0.173,0.224,0,0,0
226270660,459216,47680,39869672,0.001,0.002,0.175,0.226,0,0,0
227891111,461656,47160,40101472,0.001,0.001,0.176,0.228,0,0,0
229547225,462864,47112,40330792,0.001,0.001,0.177,0.230,0,0,0
231028294,462960,47648,40560832,0.001,0.001,0.179,0.231,0,0,0
232440086,461048,47592,40786832,0.001,0.001,0.180,0.232,0,0,0
233872461,463576,46736,41012272,0.001,0.001,0.181,0.234,0,0,0
235367579,461240,47856,41245472,0.001,0.001,0.182,0.235,0,0,0
237085686,460320,48064,41474792,0.001,0.001,0.184,0.237,0,0,0
238426265,462568,47264,41703472,0.001,0.001,0.185,0.238,0,0,0
239725907,459992,47488,41929904,0.001,0.001,0.186,0.240,0,0,0
240998690,461856,47056,42152408,0.001,0.001,0.187,0.241,0,0,0
242234205,459744,47176,42381488,0.001,0.001,0.188,0.242,0,0,0
243979362,461328,47392,42607280,0.001,0.001,0.189,0.244,0,0,0
246204176,461904,47056,42829784,0.002,0.002,0.191,0.246,0,0,0
248016804,463584,46864,43055336,0.001,0.001,0.193,0.248,0,0,0
249649402,464064,46584,43277600,0.001,0.001,0.194,0.250,0,0,0
251189238,460080,46864,43503392,0.001,0.001,0.195,0.251,0,0,0
252759144,459600,47872,43732952,0.001,0.001,0.197,0.253,0,0,0
254492518,461712,47848,43962032,0.001,0.001,0.198,0.254,0,0,0
255971282,461328,47608,44191352,0.001,0.001,0.199,0.256,0,0,0
257463672,461472,47592,44417144,0.001,0.001,0.201,0.257,0,0,0
259268397,463720,46976,44642680,0.001,0.001,0.202,0.259,0,0,0
260628690,460760,47520,44868968,0.001,0.001,0.203,0.261,0,0,0
261901993,460992,47296,45094640,0.001,0.001,0.204,0.262,0,0,0
263228932,463768,46880,45320256,0.001,0.001,0.205,0.263,0,0,0
264533247,461240,46696,45542576,0.001,0.001,0.206,0.265,0,0,0
265835998,462000,46312,45761432,0.001,0.001,0.208,0.266,0,0,0
267121452,462720,46864,45990632,0.001,0.001,0.209,0.267,0,0,0
268541678,461184,47568,46216424,0.001,0.001,0.210,0.269,0,0,0
270356017,460704,46896,46438808,0.001,0.001,0.211,0.270,0,0,0
271657682,463480,45840,46663504,0.001,0.001,0.212,0.272,0,0,0
272947532,464544,46008,46886056,0.001,0.001,0.213,0.273,0,0,0
274703820,463640,46552,47109008,0.001,0.001,0.215,0.275,0,0,0
276101504,460944,46512,47331272,0.001,0.001,0.216,0.276,0,0,0
277474626,462048,46296,47550248,0.001,0.001,0.217,0.277,0,0,0
278861944,463248,46144,47772272,0.001,0.001,0.218,0.279,0,0,0
280256150,463584,45952,47991008,0.001,0.001,0.220,0.280,0,0,0
281652389,463728,45424,48206216,0.001,0.001,0.221,0.282,0,0,0
283038482,458208,46968,48439064,0.001,0.001,0.222,0.283,0,0,0
284615581,460128,48064,48668384,0.001,0.001,0.223,0.285,0,0,0
286202090,462904,47448,48897304,0.001,0.001,0.225,0.286,0,0,0
287692846,459752,47544,49123496,0.001,0.001,0.226,0.288,0,0,0
289416658,463768,47032,49349232,0.001,0.001,0.227,0.289,0,0,0
290958239,460328,47328,49575320,0.001,0.001,0.229,0.291,0,0,0
292321074,460128,47416,49801112,0.001,0.001,0.230,0.292,0,0,0
293851614,460704,46768,50023376,0.001,0.001,0.231,0.294,0,0,0
295510844,460800,46576,50248928,0.001,0.001,0.232,0.296,0,0,0
297066208,464256,46480,50471192,0.001,0.001,0.234,0.297,0,0,0
298624298,460608,46552,50693456,0.001,0.001,0.235,0.299,0,0,0
300153825,460512,46992,50919368,0.001,0.001,0.236,0.300,0,0,0
301649291,461760,47096,51145040,0.001,0.001,0.238,0.302,0,0,0
303411382,460512,46848,51367544,0.001,0.001,0.239,0.303,0,0,0
305549138,461568,46696,51589808,0.002,0.002,0.241,0.306,0,0,0
307091267,462672,46096,51808544,0.001,0.001,0.242,0.307,0,0,0
308492905,459792,46216,52034096,0.001,0.001,0.243,0.308,0,0,0
309851281,463776,46816,52256360,0.001,0.001,0.245,0.310,0,0,0
311233879,461616,46320,52475216,0.001,0.001,0.246,0.311,0,0,0
312660000,462672,46072,52694072,0.001,0.001,0.247,0.313,0,0,0
314118299,462624,45664,52912568,0.001,0.001,0.248,0.314,0,0,0
315512979,462096,46056,53134832,0.001,0.001,0.249,0.316,0,0,0
317313780,460560,47080,53360744,0.001,0.001,0.251,0.317,0,0,0
319115781,463432,46248,53585536,0.001,0.001,0.252,0.319,0,0,0
320776458,463728,46128,53811328,0.001,0.001,0.254,0.321,0,0,0
322291089,463880,46864,54034472,0.001,0.001,0.255,0.322,0,0,0
323712793,461472,46224,54253328,0.001,0.001,0.256,0.324,0,0,0
325137625,463488,46472,54479000,0.001,0.001,0.257,0.325,0,0,0
326537245,464208,46696,54701264,0.001,0.001,0.259,0.327,0,0,0
327931826,462624,46440,54920240,0.001,0.001,0.260,0.328,0,0,0
329341208,461616,45904,55138856,0.001,0.001,0.261,0.329,0,0,0
330737480,465264,45544,55357472,0.001,0.001,0.262,0.331,0,0,0
332152152,463824,46024,55579736,0.001,0.001,0.263,0.332,0,0,0
333625834,461520,46600,55802000,0.001,0.001,0.265,0.334,0,0,0
335088073,461808,46056,56020736,0.001,0.001,0.266,0.335,0,0,0
336544161,464352,46048,56243000,0.001,0.001,0.267,0.337,0,0,0
338000745,465120,46296,56461736,0.001,0.001,0.268,0.338,0,0,0
339401710,462960,45768,56677184,0.001,0.001,0.270,0.339,0,0,0
340843273,464584,45432,56898808,0.001,0.001,0.271,0.341,0,0,0
342272627,465408,45224,57117256,0.001,0.001,0.272,0.342,0,0,0
343798657,463304,45592,57333272,0.001,0.001,0.273,0.344,0,0,0
345313700,463008,45208,57548360,0.001,0.001,0.275,0.345,0,0,0
346760423,463392,44928,57760280,0.001,0.001,0.276,0.347,0,0,0
348210396,460560,45952,57985952,0.001,0.001,0.277,0.348,0,0,0
350188455,461800,47016,58217896,0.002,0.002,0.279,0.350,0,0,0
351726632,459848,47632,58444472,0.001,0.001,0.280,0.352,0,0,0
354083741,460800,47488,58673792,0.002,0.002,0.282,0.354,0,0,0
355644820,462336,47440,58899584,0.001,0.001,0.284,0.356,0,0,0
357118865,461904,47176,59125376,0.001,0.001,0.285,0.357,0,0,0
358640982,460560,47296,59351288,0.001,0.001,0.286,0.359,0,0,0
360107419,461904,47128,59576960,0.001,0.001,0.287,0.360,0,0,0
361597659,460560,46888,59799464,0.001,0.001,0.289,0.362,0,0,0
363228557,461520,46744,60021728,0.001,0.001,0.290,0.363,0,0,0
364757820,461616,45928,60240344,0.001,0.001,0.291,0.365,0,0,0
366225589,459456,46624,60469544,0.001,0.001,0.293,0.366,0,0,0
367709485,462336,47664,60695336,0.001,0.001,0.294,0.368,0,0,0
370207482,460992,46968,60917840,0.002,0.002,0.296,0.370,0,0,0
372488838,460512,46600,61140104,0.002,0.002,0.298,0.372,0,0,0
374334551,461088,46120,61362128,0.001,0.002,0.300,0.374,0,0,0
376128165,461472,46368,61584392,0.001,0.001,0.301,0.376,0,0,0
377935871,461136,46560,61806656,0.001,0.001,0.303,0.378,0,0,0
380091352,462480,46264,62025512,0.002,0.002,0.305,0.380,0,0,0
381782986,463680,46160,62247656,0.001,0.001,0.306,0.382,0,0,0
384308891,464544,46128,62466392,0.002,0.002,0.308,0.384,0,0,0
420695501,465592,6394240,62684440,0.033,0.036,0.342,0.421,0,0,1
422393005,462816,45848,62913376,0.001,0.001,0.343,0.422,0,0,0
423953207,463640,47496,63140240,0.001,0.001,0.345,0.424,0,0,0
425395269,460656,47208,63362744,0.001,0.001,0.346,0.425,0,0,0
426832927,461136,46648,63585008,0.001,0.001,0.347,0.427,0,0,0
428271382,463632,46312,63807032,0.001,0.001,0.349,0.428,0,0,0
429715491,460512,46384,64029416,0.001,0.001,0.350,0.430,0,0,0
431165675,460800,46600,64251560,0.001,0.001,0.351,0.431,0,0,0
432616458,462432,45984,64470296,0.001,0.001,0.353,0.433,0,0,0
434213827,464488,45504,64691968,0.001,0.001,0.354,0.434,0,0,0
435832825,465488,45976,64911168,0.001,0.001,0.355,0.436,0,0,0
437459761,464184,45784,65130032,0.001,0.001,0.357,0.437,0,0,0
439139570,461856,46280,65352416,0.001,0.002,0.358,0.439,0,0,0
440662079,462528,46504,65574560,0.001,0.001,0.360,0.441,0,0,0
442476045,462576,46360,65793536,0.001,0.002,0.361,0.442,0,0,0
444499628,462720,46120,66012272,0.002,0.002,0.363,0.444,0,0,0
446472493,465208,44424,66229600,0.002,0.002,0.365,0.446,0,0,0
448219829,462248,45720,66449624,0.001,0.002,0.367,0.448,0,0,0
449857301,462528,45928,66668240,0.001,0.001,0.368,0.450,0,0,0
451489451,463680,45408,66883448,0.001,0.001,0.370,0.451,0,0,0
453423612,462336,45352,67098896,0.002,0.002,0.371,0.453,0,0,0
455047444,463968,45112,67313864,0.001,0.001,0.373,0.455,0,0,0
456554203,462912,45120,67529312,0.001,0.001,0.374,0.457,0,0,0
458063919,462712,46640,67758336,0.001,0.001,0.376,0.458,0,0,0
459584133,462440,47304,67984184,0.001,0.001,0.377,0.460,0,0,0
461139199,460800,47160,68206688,0.001,0.001,0.378,0.461,0,0,0
462697783,461184,46792,68428952,0.001,0.001,0.380,0.463,0,0,0
464628548,464680,45384,68650048,0.001,0.002,0.382,0.465,0,0,0
466296226,460664,46504,68873480,0.001,0.001,0.383,0.466,0,0,0
468192645,461760,46768,69095624,0.002,0.002,0.385,0.468,0,0,0
471607935,462624,46160,69314480,0.003,0.003,0.388,0.472,0,0,0
473502901,464448,46024,69536504,0.001,0.002,0.389,0.474,0,0,0
475324466,465304,45648,69755032,0.001,0.001,0.391,0.475,0,0,0
477131141,462536,46056,69974096,0.001,0.002,0.393,0.477,0,0,0
478998757,461376,46328,70196360,0.001,0.002,0.394,0.479,0,0,0
480850280,464064,46352,70418504,0.001,0.002,0.396,0.481,0,0,0
482547990,462240,46176,70637480,0.001,0.001,0.397,0.483,0,0,0
484686226,461904,45952,70856096,0.002,0.002,0.399,0.485,0,0,0
486861861,463440,45256,71071304,0.002,0.002,0.401,0.487,0,0,0
489068372,463296,45680,71293448,0.002,0.002,0.403,0.489,0,0,0
490934249,464928,46176,71512184,0.001,0.002,0.405,0.491,0,0,0
492721082,462336,45480,71727392,0.001,0.002,0.406,0.493,0,0,0
494582846,462768,45328,71942720,0.001,0.002,0.408,0.495,0,0,0
496533876,465408,45112,72157808,0.002,0.002,0.410,0.497,0,0,0
498342331,465544,44472,72375520,0.001,0.002,0.411,0.498,0,0,0
501024567,462440,46240,72598808,0.002,0.002,0.414,0.501,0,0,0
503360900,464488,45912,72820480,0.002,0.002,0.416,0.503,0,0,0
506087597,461816,46224,73039928,0.002,0.002,0.418,0.506,0,0,0
508041900,462720,45904,73258664,0.002,0.002,0.420,0.508,0,0,0
509810108,463008,45376,73473872,0.001,0.001,0.421,0.510,0,0,0
511586583,464016,45760,73696016,0.001,0.002,0.423,0.512,0,0,0
513794468,464544,46176,73914752,0.002,0.002,0.425,0.514,0,0,0
515900169,462960,45424,74129960,0.002,0.002,0.427,0.516,0,0,0
517817446,463488,45408,74345408,0.001,0.002,0.428,0.518,0,0,0
519818892,464064,45016,74560376,0.002,0.002,0.430,0.520,0,0,0
522041372,463632,44976,74775584,0.002,0.002,0.432,0.522,0,0,0
524191156,463488,45568,74994320,0.002,0.002,0.434,0.524,0,0,0
526200722,464880,45792,75213056,0.002,0.002,0.436,0.526,0,0,0
528005462,462384,45448,75428384,0.001,0.002,0.437,0.528,0,0,0
530246830,462672,45208,75643472,0.002,0.002,0.439,0.530,0,0,0
532095470,463872,44808,75855272,0.001,0.002,0.441,0.532,0,0,0
533991904,463008,45008,76070600,0.002,0.002,0.442,0.534,0,0,0
535973798,463488,45256,76285688,0.002,0.002,0.444,0.536,0,0,0
538070627,464016,44512,76497248,0.002,0.002,0.446,0.538,0,0,0
540047938,466408,44568,76712344,0.002,0.002,0.448,0.540,0,0,0
541897579,467240,45000,76924136,0.001,0.002,0.449,0.542,0,0,0
543829968,464544,44496,77135816,0.002,0.002,0.451,0.544,0,0,0
545955182,460896,46656,77368664,0.002,0.002,0.453,0.546,0,0,0
547843327,460128,48160,77597984,0.002,0.002,0.455,0.548,0,0,0
549726118,462520,47064,77826520,0.001,0.002,0.456,0.550,0,0,0
551596848,460136,47544,78053096,0.002,0.002,0.458,0.552,0,0,0
553961596,461616,47016,78275600,0.002,0.002,0.460,0.554,0,0,0
555912686,459984,47128,78504680,0.002,0.002,0.462,0.556,0,0,0
557795250,461184,47352,78730472,0.002,0.002,0.463,0.558,0,0,0
560865869,460704,46896,78952856,0.003,0.003,0.466,0.561,0,0,0
563012370,463480,45840,79177552,0.002,0.002,0.468,0.563,0,0,0
565136438,464544,46008,79400104,0.002,0.002,0.470,0.565,0,0,0
567056383,461528,46792,79623296,0.002,0.002,0.472,0.567,0,0,0
569097659,462760,46344,79851496,0.002,0.002,0.473,0.569,0,0,0
572034664,460712,47016,80074760,0.002,0.003,0.476,0.572,0,0,0
574108950,462576,46784,80300432,0.002,0.002,0.478,0.574,0,0,0
576133946,462288,46704,80522696,0.002,0.002,0.480,0.576,0,0,0
578071197,462096,46176,80741552,0.002,0.002,0.481,0.578,0,0,0
580030001,463056,46552,80967224,0.002,0.002,0.483,0.580,0,0,0
581974360,464208,46656,81189488,0.002,0.002,0.485,0.582,0,0,0
584077193,462864,46432,81408464,0.002,0.002,0.487,0.584,0,0,0
586369246,461568,45904,81627080,0.002,0.002,0.489,0.586,0,0,0
588946799,465024,45512,81845696,0.002,0.002,0.491,0.589,0,0,0
591782517,460896,46216,82068200,0.002,0.002,0.494,0.592,0,0,0
594047843,462808,46536,82296544,0.002,0.002,0.496,0.594,0,0,0
596112873,461864,46792,82519544,0.002,0.002,0.497,0.596,0,0,0
598127430,462432,46768,82745336,0.002,0.002,0.499,0.598,0,0,0
600123160,463824,47008,82967600,0.002,0.002,0.501,0.600,0,0,0
602097846,464584,46488,83189752,0.002,0.002,0.503,0.602,0,0,0
605396582,461768,46728,83412248,0.003,0.003,0.506,0.605,0,0,0
607547391,462624,46456,83634392,0.002,0.002,0.507,0.608,0,0,0
609587481,462528,46368,83853368,0.002,0.002,0.509,0.610,0,0,0
611594835,462816,46072,84072104,0.002,0.002,0.511,0.612,0,0,0
614322699,465352,44712,84289672,0.002,0.002,0.513,0.614,0,0,0
616425932,460472,45912,84512864,0.002,0.002,0.515,0.616,0,0,0
619722881,462432,46552,84735128,0.003,0.003,0.518,0.620,0,0,0
622583365,461952,46192,84953864,0.002,0.002,0.521,0.623,0,0,0
625549012,461472,46080,85172840,0.002,0.003,0.523,0.626,0,0,0
629712219,462912,45736,85391336,0.004,0.004,0.527,0.630,0,0,0
632108396,465496,45248,85609768,0.002,0.002,0.529,0.632,0,0,0
635152885,462920,45784,85828808,0.003,0.003,0.532,0.635,0,0,0
637804348,465312,45744,86047544,0.002,0.002,0.535,0.638,0,0,0
639998146,462432,45696,86262872,0.002,0.002,0.536,0.640,0,0,0
642106341,462720,45208,86477960,0.002,0.002,0.538,0.642,0,0,0
645357138,463536,44856,86689760,0.003,0.003,0.541,0.645,0,0,0
648422572,461232,45832,86915432,0.002,0.003,0.544,0.648,0,0,0
651135019,460416,47304,87141224,0.002,0.002,0.547,0.651,0,0,0
654862361,461472,46896,87363608,0.003,0.003,0.550,0.655,0,0,0
657454863,463008,46816,87589280,0.002,0.002,0.552,0.657,0,0,0
659952345,464256,46696,87811544,0.002,0.002,0.554,0.660,0,0,0
662409522,463632,46552,88033808,0.002,0.002,0.557,0.662,0,0,0
